Code,Name,결산월,상장일,시가총액,유통시가총액,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)","P/FCF1(Adj., FY End)",EV/EBITDA,EV/EBIT,"DPS(보통주, 현금+주식, 연간)",year,수정주가,ROA,비유동부채,자산총계
A003640,유니온스틸,12,19730630,287280000000.0,68114088000.0,94.2,0.41,0.25,-1.96,11.57,43.16,500.0,2006,24850,6.54,83574749.0,1278041197.0
A003650,미창석유,12,19890927,31053145200.0,19606955879.0,6.35,0.6,0.2,-4.81,4.34,5.19,700.0,2006,16950,11.87,446161.0,65579256.0
A003660,고려시멘트,12,19870123,50264136200.0,17104885549.0,102.96,0.43,0.43,-7.74,6.76,-2158.29,250.0,2006,11900,3.93,13478261.0,163574897.0
A003670,포스코켐텍,12,20011101,98056200000.0,34319670000.0,6.33,0.95,0.42,347.91,2.88,3.74,750.0,2006,1575,11.42,4192248.0,136455208.0
A003680,한성기업,12,19890126,28929586010.0,25397283558.0,-1.29,1.81,0.21,9.07,-6.1,-5.41,0.0,2006,5320,0.82,9820652.0,127465870.0
A003720,삼영화학,12,19760630,36890000000.0,6636511000.0,-13.07,0.53,0.46,-2.91,98.51,-15.75,0.0,2006,917,-1.61,3387822.0,111979722.0
A003780,진양산업,12,19730626,34598400000.0,18541282560.0,11.22,0.21,0.76,5.24,6.34,9.21,50.0,2006,571,2.38,7997698.0,94485573.0
A003800,에이스침대,12,19960701,98701000000.0,6356344400.0,8.28,0.75,0.92,42.84,3.67,4.69,1000.0,2006,9000,7.25,2852673.0,134241743.0
A003830,대한화섬,12,19851223,93225600000.0,27678680640.0,5.09,0.22,0.3,1.89,1.49,2.83,750.0,2006,121500,1.42,1623648.0,326318710.0
A003850,보령제약,12,19881024,116204000000.0,61279134400.0,44.16,1.22,0.84,-15.71,11.78,21.52,358.0,2006,2780,5.57,10216525.0,159354134.0
A003920,남양유업,12,19780624,536400000000.0,367219440000.0,9.3,0.96,0.64,8.43,1.41,2.05,950.0,2006,839000,7.23,27819889.0,610776499.0
A003940,삼양제넥스,12,19870626,220659266300.0,108961545699.0,8.09,0.69,0.97,6.23,1.92,2.69,1450.0,2006,95467,7.69,9914618.0,290085227.0
A003960,사조대림,12,19760916,143156184000.0,114782628331.0,12.37,6.11,0.77,25.87,8.27,9.75,0.0,2006,21500,7.31,39643530.0,96120699.0
A003990,BHK,12,19761227,12769893900.0,10173774470.0,-0.57,61.9,80.42,-12.2,-0.67,-0.67,0.0,2006,2777,-22.21,7035206.0,19394345.0
A004000,롯데정밀화학,12,19760415,763680000000.0,490664400000.0,17.06,1.24,1.08,24.77,6.12,13.09,600.0,2006,23300,6.05,18815191.0,774319773.0
A004010,롯데미도파,12,19751212,1524470734800.0,319986407235.0,67.44,5.8,6.62,760.9,51.79,61.95,0.0,2006,16400,6.03,23123222.0,475751463.0
A004020,현대제철,12,19870523,2903508829800.0,1549021960698.0,1.86,0.55,0.38,5.16,2.1,2.38,500.0,2006,33750,9.17,933794616.0,5707038400.0
A004060,SG세계물산,12,19760419,111941002880.0,64802646567.0,26.5,0.49,0.18,-84.96,6.83,12.55,0.0,2006,289,-2.79,12860586.0,203099696.0
A004080,신흥,12,19910208,60255000000.0,8501980500.0,7.5,0.98,0.54,-21.93,5.65,6.55,200.0,2006,8100,10.69,9319493.0,98782248.0
A004090,한국석유,12,19770625,12547080000.0,9028878768.0,11.29,0.54,0.13,3.5,7.2,12.42,500.0,2006,20200,3.13,1019250.0,53205162.0
A004100,태양금속,12,19760525,22387000000.0,10877843300.0,10.09,0.42,0.14,-94.34,4.21,10.64,100.0,2006,561,1.51,26347486.0,150629971.0
A004130,대덕GDS,12,19870810,232889730150.0,176856461076.0,12.7,0.84,0.87,10.2,4.18,7.89,300.0,2006,9180,7.17,4767077.0,287437932.0
A004140,동방,12,19880810,65100000000.0,45888990000.0,11.77,0.74,0.24,-2.98,7.39,12.32,300.0,2006,3367,2.59,62911277.0,296172677.0
A004150,한솔홀딩스,12,19720517,647823379500.0,480296253561.0,35.15,1.08,0.69,6.89,11.48,18.37,0.0,2006,9084,2.71,468293972.0,1741326091.0
A004170,신세계,12,19850819,8458934250000.0,5953397925150.0,18.87,3.45,1.13,-27.04,12.15,15.55,1250.0,2006,380758,7.38,963787595.0,4862520042.0
A004200,고려개발,12,19781030,391800000000.0,182578800000.0,13.17,1.53,0.51,-36.04,9.83,10.33,800.0,2006,88928,7.58,26414373.0,453887963.0
A004230,세신,12,19780728,194664111460.0,184989305120.0,-15.03,6.79,4.43,-18.27,-20.01,-18.28,0.0,2006,2060,-18.33,715540.0,36583236.0
A004250,NPC,12,19690908,33415200000.0,10208343600.0,11.55,0.61,0.44,-3.17,7.92,15.44,500.0,2006,1020,4.37,6239758.0,82111950.0
A004270,남성,12,19891114,32590944000.0,6162947510.0,18.43,0.38,0.54,3.48,9.56,11.04,500.0,2006,995,1.21,15984506.0,94402642.0
A004310,현대약품,11,19780628,65520000000.0,39606840000.0,11.71,0.77,0.71,670.79,4.84,5.92,750.0,2006,2368,5.39,5600935.0,98838556.0
A004320,울트라건설,12,19960701,39087541350.0,17753561281.0,3.37,0.59,0.15,1.61,1.87,2.36,0.0,2006,4830,-8.78,12395803.0,216889050.0
A004360,세방,12,19770519,135576000000.0,61565061600.0,11.76,0.79,0.54,-21.73,7.07,11.05,150.0,2006,8430,3.22,117518257.0,508567091.0
A004370,농심,12,19760630,1558266660000.0,811233623196.0,13.62,1.87,1.06,19.08,6.46,8.8,4000.0,2006,285000,10.16,128749037.0,1339310061.0
A004380,삼익THK,12,19890926,91350000000.0,28802655000.0,7.92,1.3,0.73,-4.84,5.78,7.14,150.0,2006,4205,8.5,22193621.0,102039611.0
A004410,서울식품,12,19731228,31118492500.0,25034827216.0,-12.79,2.3,1.01,-8.6,-19.74,-13.18,0.0,2006,91,-18.51,3473239.0,30932688.0
A004430,송원산업,12,19770625,80880000000.0,33176976000.0,11.11,0.66,0.42,-26.48,5.42,14.9,35.0,2006,3850,-0.67,56862195.0,292195113.0
A004450,삼화왕관,12,19760528,54552243000.0,25077666107.0,11.64,0.74,0.9,-233.02,5.1,8.11,750.0,2006,17400,8.21,536658.0,110936003.0
A004490,세방전지,12,19871128,70980000000.0,39216450000.0,5.53,0.51,0.26,3.75,2.1,3.66,150.0,2006,7040,-0.63,22913950.0,242430625.0
A004530,SY,12,19880618,41699326200.0,18518670765.0,2.97,1.36,1.32,2.57,1.57,1.6,0.0,2006,21498,-7.82,1400000.0,31324368.0
A004540,깨끗한나라,12,19750625,80520965530.0,17545518389.0,110.11,1.53,0.23,13.15,9.12,15.84,0.0,2006,3983,0.32,111579238.0,454351846.0
A004550,대우송도개발,12,19780731,788832000000.0,610240435200.0,6.46,0.18,0.06,-2.28,30.3,44.09,150.0,2006,93456,1.95,155896083.0,1640812513.0
A004560,현대비앤지스틸,12,19870324,75845814660.0,31529105154.0,-8.87,0.44,0.12,-0.73,9.61,17.12,250.0,2006,7200,8.99,138979746.0,451484218.0
A004590,한국가구,12,19960701,14100000000.0,4299090000.0,37.19,0.44,0.83,-6.34,13.65,27.86,300.0,2006,1035,1.64,1501369.0,29846314.0
A004620,캠브리지코오롱,12,19880519,44414565000.0,21234603527.0,6.47,0.57,0.42,6.17,2.15,2.67,1250.0,2006,21500,10.19,5229300.0,110892055.0
A004690,삼천리,12,19761223,458217825000.0,299811922898.0,10.71,0.83,0.31,19.35,3.36,5.74,1250.0,2006,132500,5.1,67608049.0,953839546.0
A004700,조광피혁,12,19770527,36104819340.0,14185583519.0,8.64,0.26,0.21,-4.9,7.78,10.54,0.0,2006,7190,2.79,15531304.0,132955978.0
A004710,한솔테크닉스,12,19880706,278047616000.0,243986783040.0,8.35,3.05,0.31,3.48,5.69,6.97,500.0,2006,33931,0.64,8907861.0,145313184.0
A004720,우리들제약,12,19900615,220079280000.0,105043840344.0,42.54,3.44,3.36,-20.88,48.82,65.52,0.0,2006,19473,-2.07,1657435.0,42405009.0
A004740,보루네오,12,19880922,47369455000.0,5760125728.0,-10.42,0.95,0.27,-55.11,-50.11,-10.42,0.0,2006,5515,-0.59,2662382.0,90686304.0
A004770,써니전자,12,19870422,18420000000.0,8557932000.0,96.98,0.32,0.42,4.27,4.95,57.8,300.0,2006,2155,-4.29,493221.0,33984762.0
A004780,대륙제관,12,19960701,12840000000.0,4226928000.0,4.81,0.41,0.16,11.75,3.24,5.83,0.0,2006,1070,4.17,6797424.0,72173475.0
A004790,렉스엘이앤지,12,19960701,166492972975.0,151658449083.0,32.93,3.73,1.2,-79.25,19.02,26.38,0.0,2006,261290,36.36,2098673.0,71388338.0
A004800,효성,12,19730630,720480494700.0,459882699767.0,-9.13,0.4,0.11,1.65,6.23,200.49,500.0,2006,16185,1.46,1021983465.0,4326243680.0
A004820,조인에너지,12,19900604,12792000000.0,6580204800.0,5.51,0.38,0.08,-1.07,5.85,6.14,0.0,2006,13228,7.26,495679.0,40792263.0
A004830,덕성,12,19870925,77616000000.0,46918872000.0,44.58,1.74,1.15,21.61,15.78,27.17,20.0,2006,3680,1.58,3011746.0,65369553.0
A004840,DRB동일,12,19760521,60350000000.0,17684751000.0,24.79,0.8,0.46,-41.59,5.89,13.81,45.0,2006,1101,2.56,15898308.0,139532537.0
A004870,티웨이홀딩스,12,19770630,50541330000.0,43915361637.0,3.58,1.37,2.45,0.82,2.26,2.59,0.0,2006,19270,-14.36,25252154.0,77136829.0
A004890,동일산업,12,20050630,62085504000.0,22350781440.0,3.19,0.58,0.22,-21.35,2.41,2.84,750.0,2006,21800,25.81,11484024.0,137442167.0
A004910,조광페인트,12,19761227,37952000000.0,18087923200.0,4.74,0.69,0.37,10.23,4.3,4.9,150.0,2006,2740,-0.35,3271449.0,89374633.0
A004920,씨아이테크,12,19891130,17920000000.0,8958208000.0,-2.55,0.58,3.02,2.33,-1.68,-1.34,0.0,2006,1020,-12.11,826864.0,39989710.0
A004960,한신공영,12,19760707,162993031950.0,67853999201.0,5.35,0.72,0.24,2.47,1.83,1.91,750.0,2006,19100,6.43,82340648.0,473231908.0
A004970,신라교역,12,19760630,54740000000.0,21370496000.0,27.18,0.44,0.55,2.86,1.98,5.38,50.0,2006,3955,0.56,9632330.0,171405408.0
A004980,성신양회,12,19760630,346484227500.0,210489168206.0,-29.57,0.85,0.86,-33.64,11.82,205.54,0.0,2006,16150,4.04,337099011.0,1095134571.0
A004990,롯데지주,12,19740216,1815127800000.0,884693289720.0,12.16,0.94,1.08,6.21,7.11,9.35,2750.0,2006,48400,5.04,21326863.0,1123211309.0
A005010,휴스틸,12,19730629,99282153950.0,46523617341.0,3.16,0.5,0.32,4.15,3.21,3.86,1000.0,2006,15800,11.49,53486824.0,380008519.0
A005030,부산주공,12,19751226,20592000000.0,10217750400.0,10.2,0.63,0.18,2.09,6.38,11.41,100.0,2006,1473,0.32,31819914.0,109302393.0
A005070,코스모신소재,12,19870928,87704561450.0,59218119891.0,2.83,0.6,0.5,-6.4,2.91,4.01,0.0,2006,2779,-0.55,161985674.0,313055469.0
A005090,삼광글라스,12,19930106,59466620500.0,32623388006.0,12.62,0.47,0.35,-17.08,5.56,17.67,650.0,2006,18000,1.58,35374026.0,212215523.0
A005110,한창,12,19760601,71635494150.0,53740947711.0,40.82,1.46,0.82,11.73,19.63,41.72,0.0,2006,697,0.93,5845689.0,39913950.0
A005160,동국산업,12,19990625,51796000000.0,20547473200.0,10.2,0.67,0.25,-1.96,10.68,15.49,50.0,2006,1339,9.53,29312794.0,229541324.0
A005180,빙그레,12,19780831,448231465500.0,264277272059.0,10.2,1.67,0.73,23.1,5.22,7.18,800.0,2006,42600,11.96,22060988.0,292894420.0
A005190,동성화학,12,19880701,31614379240.0,13031447123.0,-10.17,0.35,0.44,2.31,-6.14,-3.92,200.0,2006,2211,-3.71,6407778.0,154433868.0
A005250,녹십자홀딩스,12,19780828,321573539200.0,121008122801.0,164.71,1.21,11.03,-50.9,53.47,73.83,1500.0,2006,5950,1.8,22710875.0,301016691.0
A005290,동진쎄미켐,12,19991221,103776000000.0,56983401600.0,13.26,1.16,0.46,-422.25,7.91,16.07,50.0,2006,1665,3.65,17873425.0,224254107.0
A005300,롯데칠성,12,19730621,1497015630000.0,705693167982.0,16.17,1.39,1.21,29.38,5.84,9.62,2250.0,2006,139689,10.62,1564325.0,1149269200.0
A005320,국동,12,19961224,21126080000.0,7239907616.0,12.6,0.4,0.1,6.65,21.55,36.68,0.0,2006,5197,0.61,884071.0,114726324.0
A005330,카스코,12,19890530,108488320600.0,66633526513.0,-30.18,2.36,0.54,-3.46,31.12,-72.45,0.0,2006,24500,9.03,27659358.0,233142076.0
A005350,봉신,12,19880812,37579473100.0,20168903213.0,11.42,0.79,0.57,12.39,6.7,9.27,35.0,2006,120099,4.6,1320365.0,66425050.0
A005360,모나미,12,19740626,28690808000.0,21013147779.0,15.54,0.49,0.14,3.32,6.71,10.66,340.0,2006,1951,2.64,25135875.0,103479316.0
A005380,현대차,12,19740628,19189542295200.0,13183215556802.0,11.76,1.74,1.01,1011.59,6.16,8.38,1000.0,2006,67400,7.26,4627689000.0,24420522000.0
A005390,신성통상,6,19751222,57627064390.0,21540996669.0,10.68,0.24,0.1,2.31,5.47,6.87,0.0,2006,350,-2.39,15455449.0,241819480.0
A005420,코스모화학,12,19870723,44159695125.0,24411479465.0,70.92,0.68,0.77,-8.15,4.69,39.03,0.0,2006,3507,-20.55,48007003.0,160817254.0
A005430,한국공항,12,19761228,75675884500.0,25275745423.0,2.78,0.4,0.28,4.09,1.78,2.19,500.0,2006,31950,1.81,77202619.0,289590131.0
A005440,현대그린푸드,12,19890822,426306397400.0,255655946521.0,11.33,1.36,1.17,92.37,8.31,8.58,400.0,2006,7390,7.03,18517947.0,359912066.0
A005450,신한,12,19780728,62838053070.0,13786668844.0,8.51,0.61,0.56,-13.92,6.72,6.95,390.0,2006,6609,2.45,16903065.0,235698071.0
A005490,POSCO,12,19880610,23409665197500.0,20839283958815.0,4.39,0.83,0.81,7.75,2.28,2.91,8000.0,2006,309000,19.24,2035816650.0,21367060180.0
A005500,삼진제약,12,19880618,141460000000.0,118628356000.0,14.27,1.47,1.1,-12.19,9.02,10.82,900.0,2006,8903,7.92,10374423.0,107668645.0
A005610,SPC삼립,12,19750502,91467495400.0,22116840388.0,12.6,0.79,0.85,-83.31,7.34,14.54,350.0,2006,10150,3.53,21469704.0,185162068.0
A005620,대성합동지주,12,19761228,274567885000.0,69465674905.0,13.2,0.75,0.53,-13.4,9.51,10.24,1000.0,2006,144313,3.08,214552511.0,738125132.0
A005670,푸드웰,12,19960701,10800000000.0,5674320000.0,11.45,0.19,0.11,-7.18,8.4,23.6,500.0,2006,1498,3.19,5881609.0,69668896.0
A005680,삼영전자,12,19761228,190200000000.0,87986520000.0,15.65,0.56,1.57,2.77,3.88,7.25,75.0,2006,10650,5.34,7709070.0,367022572.0
A005690,파미셀,12,19880520,10296000000.0,6580173600.0,5.62,0.29,0.32,-2.98,21.46,35.2,0.0,2006,415,-1.96,25102189.0,52810687.0
A005710,대원산업,12,19960701,30300000000.0,11704890000.0,17.55,0.67,0.12,-6.61,3.0,13.52,75.0,2006,1241,7.22,14054124.0,120296629.0
A005720,넥센,12,19871219,51952036000.0,30854314180.0,5.53,0.34,0.44,-5.01,4.98,6.15,300.0,2006,2070,7.06,41276040.0,247085144.0
A005740,크라운해태홀딩스,12,19760630,185937192000.0,96910464470.0,-12.17,2.03,0.65,10.49,48.01,-73.58,750.0,2006,5586,3.93,85324586.0,342929497.0
A005750,대림B&Co,12,19921223,33750000000.0,16682625000.0,5.49,0.56,0.28,334.33,4.62,8.11,120.0,2006,2540,1.64,13665207.0,116692718.0
A005760,위너스인프라인,10,19760401,48321498240.0,34477388994.0,12.7,1.77,0.49,-31.96,12.79,13.52,0.0,2006,11757,-4.17,3811238.0,64385466.0
A005800,신영와코루,12,19761228,62550000000.0,33295365000.0,9.81,0.38,0.44,6.73,1.09,1.42,1500.0,2006,89700,4.37,1484000.0,181799310.0
A005810,풍산홀딩스,12,19880728,750260000000.0,533509886000.0,19.1,0.92,0.69,59.55,6.3,9.6,700.0,2006,29177,6.78,188271211.0,1400795927.0
A005820,원림,12,19900420,18238000000.0,5030040400.0,5.46,0.34,0.24,4.78,4.63,5.49,250.0,2006,8350,6.21,1327444.0,78331946.0
A005850,에스엘,12,19881108,121097592000.0,59628454301.0,9.1,0.85,0.4,-11.79,5.21,7.7,150.0,2006,5412,8.29,20632712.0,295268304.0
A005860,한일사료,12,19960701,24586627450.0,11218878105.0,-14.87,1.15,0.41,3.06,28.02,257.3,0.0,2006,839,-1.97,5602561.0,49525382.0
A005870,휴니드,12,19910903,73827788430.0,54226510602.0,-35.43,1.69,1.2,-14.59,11.95,-127.33,0.0,2006,9900,-3.88,4988873.0,62567174.0
A005880,대한해운,12,19920423,242000000000.0,160058800000.0,2.79,0.58,0.22,-7.54,1.72,2.54,750.0,2006,2207937,17.85,702111979.0,1185123711.0
A005930,삼성전자,12,19750611,96481065735000.0,70286456387948.0,14.67,2.51,1.95,41.78,7.38,11.66,5500.0,2006,12260,25.99,655231000.0,43816543000.0
A005950,이수화학,12,19880428,94534576760.0,48950003846.0,-21.41,0.4,0.15,-8.32,12.73,-24.82,250.0,2006,8181,0.52,48447136.0,357110393.0
A005960,동부건설,12,19781030,420553658500.0,172174667790.0,4.11,0.24,0.12,-0.93,9.87,12.09,500.0,2006,364964,4.66,399654295.0,1307293496.0
A005980,성지건설,12,19950317,87300000000.0,65754360000.0,1.99,0.41,0.25,1.27,0.5,0.51,500.0,2006,1056820,12.67,29230484.0,296816111.0
A005990,매일홀딩스,12,19990514,290780000000.0,110932570000.0,13.11,1.43,0.37,-15.64,6.93,11.59,150.0,2006,12731,6.45,13968532.0,349519172.0
A006040,동원산업,12,19890307,110649280000.0,44635919552.0,7.09,1.1,0.36,12.31,5.58,7.51,3000.0,2006,36950,11.16,4289152.0,202109594.0
A006050,국영지앤엠,12,19960701,12733292000.0,9910321164.0,7.17,0.64,0.42,-2.57,6.11,7.0,0.0,2006,714,6.16,5000.0,28741216.0
A006060,화승인더,12,19910204,29730000000.0,16387176000.0,5.04,0.37,0.28,11.21,4.67,7.37,250.0,2006,661,5.92,8754354.0,126948877.0
A006070,기린,12,19890620,91027728640.0,66586783500.0,48.33,1.66,0.68,-23.1,12.85,33.16,0.0,2006,1370,-4.15,7264709.0,59747185.0
A006090,사조오양,12,19861224,33748000000.0,21672965600.0,-3.15,1.95,0.34,-2.4,-15.03,-10.75,0.0,2006,8213,1.19,11786163.0,119406007.0
A006110,삼아알미늄,12,19801205,15761404450.0,8060382236.0,-1.16,0.36,0.13,-5.43,18.01,-6.24,250.0,2006,2264,-5.28,38931732.0,143028036.0
A006120,SK디스커버리,12,19760629,693353719850.0,460317534608.0,12.62,1.57,0.66,-19.53,7.29,11.97,250.0,2006,23944,0.71,300992456.0,1322118227.0
A006140,피제이전자,12,19960701,25800000000.0,7626480000.0,4.9,0.81,0.51,6.26,1.86,2.77,1500.0,2006,1866,14.49,3288846.0,47452523.0
A006200,한국전자홀딩스,12,19791130,181232932500.0,101508565493.0,-9.58,0.9,0.92,-8.96,-111.68,-5.55,0.0,2006,1400,2.81,51352905.0,444386492.0
A006210,휴리프,3,19770629,50906016000.0,50900925398.0,-2.72,3.4,0.34,-1.94,-7.57,-6.24,0.0,2006,7095,2.83,468591.0,22092079.0
A006260,LS,12,19770630,1252580000000.0,718229372000.0,9.86,0.87,0.45,-17.1,7.22,9.97,1000.0,2006,38400,5.68,343409566.0,2259857535.0
A006280,녹십자,12,19890801,542490915400.0,107792944890.0,17.89,3.53,1.55,63.32,11.07,12.61,750.0,2006,54398,6.27,4250176.0,211048527.0
A006340,대원전선,12,19880504,17827288000.0,9755091994.0,54.33,0.44,0.11,3.04,6.89,17.11,100.0,2006,397,1.52,3452904.0,92312182.0
A006360,GS건설,12,19810803,3508800000000.0,2369492640000.0,10.21,1.83,0.48,687.26,6.5,7.07,1550.0,2006,76842,5.21,501169620.0,3303259665.0
A006370,대구백화점,12,19881010,192083595250.0,115019656836.0,11.96,0.58,1.18,4.48,5.02,6.71,400.0,2006,18700,2.39,18177772.0,408008853.0
A006380,카프로,12,19740528,137400000000.0,92937360000.0,-21.11,1.29,0.3,2.99,6.11,40.12,0.0,2006,2540,0.65,309540230.0,573535042.0
A006390,현대시멘트,12,19751226,260712000000.0,70939735200.0,8.54,0.24,0.49,11.92,7.3,12.47,500.0,2006,198698,4.16,102707960.0,711238622.0
A006400,삼성SDI,12,19790227,3749451464300.0,2713852969860.0,22.89,1.11,0.96,216.07,8.06,28.79,600.0,2006,64300,13.51,450363099.0,5664486138.0
A006490,인스코비,12,19850117,36943223760.0,30304526450.0,-2.48,5.64,4.6,-17.05,-4.08,-3.81,0.0,2006,2360,-37.92,122156.0,20972115.0
A006570,대림통상,12,19751120,94922500000.0,38794825750.0,34.65,0.53,0.44,-6.39,10.15,22.85,60.0,2006,5634,9.85,18914526.0,205723443.0
A006580,대양제지,12,19960701,15573000000.0,1879661100.0,-4.29,0.68,0.28,4.52,16.32,-19.13,400.0,2006,664,1.05,4600814.0,53473097.0
A006600,동신제약,12,19870801,114160893600.0,68176885658.0,12.14,2.38,0.93,-408.86,8.61,10.14,,2006,25250,1.46,5548738.0,84542449.0
A006650,대한유화,12,19990811,224680000000.0,78750340000.0,5.25,0.4,0.19,-11.16,4.4,7.89,1000.0,2006,38200,10.62,84708130.0,743022351.0
A006660,삼성공조,12,19871128,68342300740.0,44490837782.0,8.55,0.5,0.61,-5.83,-28.06,33.31,30.0,2006,7800,5.21,17237556.0,172192614.0
A006730,서부T&D,12,19960701,148108500000.0,48593633343.0,143.27,1.92,6.05,17.04,40.25,48.92,25.0,2006,4689,0.94,21558131.0,134571806.0
A006740,영풍제지,12,19960703,32079000000.0,9360652200.0,8.01,0.37,0.46,14.48,0.93,1.51,1000.0,2006,1690,6.11,1003310.0,80118192.0
A006840,AK홀딩스,12,19990811,125400000000.0,75001740000.0,28.38,0.59,0.38,6.25,11.49,23.14,750.0,2006,12960,3.63,9643979.0,366174458.0
A006890,태경화학,12,20030128,25984000000.0,11061388800.0,9.5,0.59,1.11,7.57,3.38,6.12,150.0,2006,2200,7.76,1460466.0,44087583.0
A006910,보성파워텍,12,19960701,28205937000.0,19775182431.0,103.68,1.71,0.58,-7.34,17.69,34.77,0.0,2006,685,-1.1,5957574.0,42678072.0
A006920,모헨즈,12,19960701,15708000000.0,12580537200.0,-9.21,1.24,0.24,4.4,-50.34,-16.68,0.0,2006,1063,0.4,1747391.0,21347693.0
A006980,우성사료,12,19881010,60409500000.0,15778961400.0,20.12,0.29,0.23,-6.42,6.78,15.65,60.0,2006,1545,1.63,7154409.0,182375824.0
A007050,유리이에스,12,19751227,8494244650.0,4004186928.0,7.83,1.73,1.6,-27.79,4.67,5.9,0.0,2006,2037,-8.96,340085.0,15654531.0
A007110,일신석재,12,19860304,56930608350.0,32655396950.0,-19.23,1.6,1.19,-35.51,-42.62,-23.87,0.0,2006,365,-36.76,6053903.0,64071561.0
A007120,미래아이앤지,12,19991126,15302006870.0,8312050132.0,-2.92,0.64,0.5,113.36,-4.13,-3.31,0.0,2006,937,-5.32,1762226.0,50058486.0
A007160,사조산업,12,19890725,29500000000.0,13608350000.0,-10.91,0.44,0.17,-2.51,27.3,-69.8,0.0,2006,6710,1.5,41145034.0,206518121.0
A007190,한솔아트원제지,12,19740624,167607633480.0,65987125301.0,6.79,0.37,0.22,7.78,6.5,11.57,0.0,2006,10271,1.49,242570512.0,732895070.0
A007210,벽산,12,19720104,83986000000.0,23818429600.0,12.66,0.83,0.62,14.53,6.45,10.24,150.0,2006,1490,7.79,20128955.0,176316640.0
A007280,한국특수형강,12,19891113,29000000000.0,16416900000.0,0.56,0.11,0.04,0.47,2.57,3.02,750.0,2006,3285,11.96,8489393.0,161674557.0
A007310,오뚜기,12,19940812,424840000000.0,171125552000.0,10.44,1.45,0.38,9.14,5.07,7.31,1250.0,2006,103500,6.55,51300027.0,442051312.0
A007340,디티알오토모티브,12,19880924,142124849800.0,53637918315.0,13.36,0.67,0.91,-24.68,5.79,7.37,100.0,2006,8903,7.86,3702876.0,284168069.0
A007370,진양제약,12,20000727,67440000000.0,41280024000.0,12.57,1.49,1.82,68.72,7.49,8.64,100.0,2006,3850,12.23,4233290.0,41308162.0
A007390,네이처셀,12,19960701,19071753750.0,10415084723.0,41.0,2.46,0.54,46.62,21.07,34.88,0.0,2006,2018,-5.36,20803.0,7919411.0
A007460,에이프로젠KIC,12,19950708,27520000000.0,14109504000.0,8.08,1.14,0.59,17.14,6.69,7.66,50.0,2006,10308,3.41,12461918.0,67767911.0
A007480,대한은박지,9,19910830,8900000000.0,4862960000.0,-0.89,0.28,0.07,-0.78,-19.34,-6.87,0.0,2006,10203,0.63,21298300.0,121591976.0
A007490,태창기업,12,19761228,11031196050.0,7654546939.0,-0.84,0.04,0.03,-5.74,17.04,194.58,0.0,2006,1730,-18.73,7538206.0,134648638.0
A007530,영신금속,12,19960701,10440000000.0,5665788000.0,5.52,0.71,0.14,1.41,5.34,11.1,10.0,2006,1416,-5.02,10827404.0,26363305.0
A007540,샘표,12,19760629,61549400000.0,29020542100.0,20.02,0.52,0.59,-6.57,4.3,12.4,250.0,2006,15768,2.46,1361048.0,143959229.0
A007570,일양약품,12,19740828,269358246600.0,162692380946.0,84.79,3.6,2.45,9.61,28.26,37.08,125.0,2006,20027,1.07,35012515.0,186279328.0
